"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150","X151","X152","X153","X154","X155","X156","X157","X158","X159","X160","X161","X162"
"","","","","","","","","","","","","","","","","","","","","","","","","","42101021400","42101021400","42101021400","42101021400","42101021400","42101021400","42101021000","42101021000","42101021000","42101021000","42101021100","42101021100","42101021100","42101980100","42101980100","42101980100","42101980100","42101980100","42101980100","42101980100","42101020800","42101020800","42101020800","42101020800","42101024000","42101024000","42101024000","42101024000","42101024200","42101024200","42101024200","42101024200","42101024400","42101024400","42101024400","42101028000","42101028000","42101028000","42101028000","42101028000","42101028100","42101028300","42101028300","42101028300","42101028300","42101028400","42101028400","42101028500","42101028500","42101028600","42101028600","42101028600","42101028600","42101028600","42101029000","42101029000","42101029000","42101029000","42101029000","42101029200","42101029200","42101029200","42101029200","42101029200","42101029200","42101029200","42101039000","42101039000","42101029200","42101029200","42101030200","42101030200","42101030200","42101030200","42101030200","42101030200","42101030200","42101031700","42101031700","42101031700","42101031700","42101031700","42101031900","42101031900","42101032000","42101032000","42101032000","42101032000","42101032000","42101032000","42101032500","42101032500","42101032500","42101032500","42101032500","42101032600","42101032600","42101032600","42101032600","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","42101989100","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","42101021400","42101021400","42101021000","42101021000","42101021000","42101021000","42101021000","42101021000","42101021000","42101021100","42101021100","42101021100","42101980100","42101980100","42101980100","42101980100","42101980100","42101020800","42101020800","42101020800","42101020800","42101020600","42101020600","42101024000","42101024000","42101024300","42101024300","42101024300","42101024200","42101024400","42101024400","42101024400","42101024400","42101028000","42101028000","42101028000","42101028000","42101028000","42101028100","42101028300","42101028300","42101028300","42101028300","42101028400","42101028400","42101028500","42101028500","42101028600","42101028600","42101028600","42101028800","42101028800","42101028800","42101028902","42101028902","42101028902","42101028902","42101029200","42101029200","42101029200","42101029200","42101029200","42101029200","42101029200","42101029200","42101029200","42101029200","42101030100","42101030200","42101030200","42101030200","42101030200","42101030200","42101030200","42101030200","42101030200","42101030000","42101031900","42101031900","42101031900","42101031900","42101031900","42101031900","42101032000","42101032000","42101032000","42101032300","42101032300","42101032500","42101032500","42101032500","42101032500","42101032500","42101032600","42101032600","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101989100","42101989100","42101989100","42101989100","42101989100","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42101021000","42101021000","42101021000","42101021000","42101021000","42101021000","42101021000","42101021100","42101021100","42101980100","42101980100","42101980100","42101980100","42101020800","42101020800","42101020800","42101020800","42101020600","42101020600","42101020600","42101020600","42101020600","42101024300","42101024300","42101024300","42101024300","42101024300","42101024400","42101024400","42101024400","42101024400","42101020500","42101028000","42101028000","42101028000","42101028000","42101028000","42101028300","42101028300","42101028300","42101028300","42101028400","42101028400","42101028700","42101028700","42101028700","42101028700","42101028800","42101028800","42101028800","42101028800","42101028902","42101028902","42101028902","42101028902","42101028902","42101029200","42101028902","42101028902","42101029200","42101029200","42101029200","42101029200","42101029200","42101030100","42101030100","42101030100","42101030100","42101030200","42101030200","42101030200","42101030200","42101030200","42101030000","42101030000","42101030000","42101031900","42101031900","42101031900","42101031900","42101031900","42101031900","42101032000","42101032000","42101032300","42101032300","42101032300","42101032500","42101032500","42101032500","42101032500","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101989100","42101989100","42101989100","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42101021000","42101021000","42101020900","42101020900","42101020900","42101021100","42101021100","42101980100","42101980100","42101980100","42101020800","42101020800","42101020800","42101020600","42101020600","42101020600","42101020600","42101020600","42101020600","42101020600","42101020600","42101024300","42101024300","42101024300","42101024300","42101024300","42101024300","42101024400","42101020500","42101020500","42101020400","42101020400","42101020400","42101020400","42101020400","42101020400","42101980500","42101028300","42101028400","42101028400","42101028400","42101028700","42101028700","42101028700","42101028700","42101028800","42101028800","42101028800","42101028800","42101028901","42101028901","42101028902","42101028902","42101028902","42101028902","42101028902","42101028902","42101028902","42101029200","42101029200","42101029200","42101029200","42101030100","42101030100","42101030100","42101030100","42101030100","42101030100","42101030200","42101030000","42101030000","42101030000","42101030000","42101030000","42101029800","42101031900","42101031900","42101031900","42101031900","42101031900","42101032100","42101032300","42101032300","42101032300","42101032300","42101032300","42101032500","42101032500","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101989100","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42101021000","42101021000","42101020900","42101020900","42101020900","42101020900","42101980100","42101980100","42101020800","42101020800","42101020800","42101020700","42101020700","42101020600","42101020600","42101020600","42101020600","42101020600","42101020600","42101020600","42101020600","42101024300","42101024300","42101024300","42101024300","42101024300","42101020500","42101020500","42101020500","42101020500","42101020400","42101020400","42101020400","42101020400","42101020400","42101980500","42101980500","42101980500","42101019700","42101019700","42101019700","42101038300","42101038300","42101038300","42101028800","42101028800","42101038300","42101038300","42101038300","42101038300","42101028901","42101028902","42101028902","42101028902","42101028902","42101029200","42101029200","42101029200","42101029200","42101029200","42101029300","42101030100","42101030100","42101030100","42101030100","42101030100","42101030100","42101030000","42101030000","42101030000","42101030000","42101029900","42101029800","42101029800","42101029800","42101031900","42101031900","42101032100","42101032100","42101032100","42101032100","42101032300","42101032300","42101032300","42101032300","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42101020900","42101020900","42101020900","42101020900","42101980100","42101980100","42101020800","42101020800","42101020800","42101020700","42101020700","42101020700","42101020700","42101020600","42101020600","42101020600","42101020600","42101020600","42101020600","42101020600","42101020500","42101020500","42101020500","42101020500","42101020500","42101020500","42101020500","42101020500","42101020500","42101020500","42101020400","42101020300","42101020300","42101020300","42101980500","42101980500","42101980500","42101019700","42101019700","42101019700","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101028901","42101028901","42101028901","42101028901","42101029200","42101029200","42101029200","42101029200","42101029200","42101029200","42101029300","42101029300","42101029300","42101030100","42101030100","42101030100","42101030000","42101030000","42101030000","42101030000","42101030000","42101029900","42101029800","42101029800","42101029800","42101029800","42101032100","42101032100","42101032100","42101032100","42101032100","42101032300","42101032300","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42101020900","42101020900","42101020900","42101020800","42101020800","42101020800","42101020800","42101020700","42101020700","42101020700","42101020700","42101020700","42101020700","42101020600","42101020600","42101020600","42101020600","42101017000","42101017000","42101020500","42101020500","42101020500","42101020500","42101020500","42101020500","42101020500","42101020500","42101020500","42101020102","42101020300","42101020300","42101020300","42101020300","42101980500","42101980500","42101019700","42101019700","42101019700","42101019700","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101028901","42101028901","42101028901","42101019100","42101019100","42101019100","42101019100","42101019100","42101019100","42101019100","42101019100","42101019000","42101029300","42101029300","42101029300","42101029300","42101030000","42101030000","42101030000","42101030000","42101030000","42101029900","42101029900","42101029900","42101029800","42101029800","42101029800","42101029800","42101032100","42101032100","42101032100","42101032100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42101020700","42101020700","42101020700","42101020800","42101020700","42101020700","42101020700","42101020700","42101020700","42101020700","42101020700","42101020700","42101020600","42101020600","42101017000","42101017000","42101017000","42101017000","42101020500","42101020500","42101020500","42101020500","42101020500","42101020500","42101020200","42101020200","42101020102","42101020102","42101020300","42101020300","42101020300","42101019800","42101019800","42101019700","42101019700","42101019700","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101028901","42101028901","42101028901","42101019100","42101019100","42101019100","42101019100","42101019100","42101019000","42101019000","42101019000","42101019000","42101029300","42101029300","42101029300","42101029300","42101029400","42101029400","42101030000","42101030000","42101029900","42101029900","42101029900","42101029900","42101029800","42101029800","42101029800","42101029800","42101032100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42101980000","42101020700","42101020700","42101020700","42101020700","42101020700","42101020700","42101020700","42101020700","42101020700","42101020700","42101017000","42101017000","42101017000","42101017000","42101017000","42101017000","42101017000","42101020500","42101020500","42101020500","42101020200","42101020200","42101020200","42101020102","42101020102","42101020102","42101020300","42101020300","42101019800","42101019800","42101019800","42101019800","42101019800","42101019800","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101019100","42101019100","42101019100","42101019100","42101019100","42101019000","42101019000","42101019000","42101019000","42101029300","42101029300","42101029300","42101029400","42101029400","42101029400","42101029400","42101029900","42101029900","42101029900","42101029900","42101029900","42101029800","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42101012203","42101012203","42101980000","42101980000","42101980000","42101020700","42101020700","42101020700","42101020700","42101020700","42101020700","42101017000","42101017000","42101017000","42101017000","42101017000","42101017000","42101017000","42101017000","42101017000","42101020500","42101020200","42101020200","42101020200","42101020200","42101020200","42101020102","42101020102","42101020102","42101020000","42101020300","42101019800","42101019800","42101019800","42101019800","42101019800","42101019800","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101019100","42101019100","42101019100","42101019100","42101019100","42101019000","42101019000","42101019000","42101019000","42101029300","42101029300","42101029400","42101029400","42101029400","42101029400","42101029400","42101029400","42101029900","42101038000","42101038000","42101038000","42101038000","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42101012203","42101012203","42101012203","42101012203","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101020700","42101017000","42101017000","42101017000","42101017000","42101017000","42101017000","42101017000","42101017000","42101017000","42101017100","42101017100","42101017100","42101020200","42101020200","42101020200","42101020200","42101020200","42101020101","42101020101","42101020101","42101020000","42101020300","42101019900","42101019900","42101019900","42101019900","42101019900","42101019900","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101019100","42101019100","42101019100","42101019100","42101019100","42101019000","42101019000","42101019000","42101019000","42101038200","42101029300","42101029400","42101029400","42101029400","42101038000","42101038000","42101038000","42101038000","42101038000","42101018400","42101018400","42101018400","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","42101038100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42101012204","42101012204","42101012203","42101012201","42101012201","42101012201","42101012201","42101012201","42101980000","42101980000","42101980000","42101980000","42101980000","42101017000","42101017000","42101017000","42101017000","42101017000","42101017000","42101017000","42101017100","42101017100","42101017100","42101017100","42101017100","42101017100","42101020200","42101020200","42101020200","42101020200","42101020101","42101020101","42101020101","42101020000","42101020300","42101019900","42101019900","42101019900","42101019900","42101019900","42101038300","42101038300","42101019502","42101019502","42101019502","42101019502","42101038300","42101038300","42101038300","42101038300","42101038300","42101038300","42101019100","42101019100","42101019100","42101019100","42101019100","42101019000","42101019000","42101019000","42101038200","42101038200","42101038200","42101029400","42101029400","42101038000","42101038000","42101038000","42101038000","42101038000","42101038000","42101018400","42101018400","42101018400","42101018400","42101018400","42101018400","42101018400","42101018400","42101018400","42101038100","42101038100","42101038100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42101012100","42101012204","42101012204","42101012204","42101012201","42101012201","42101012201","42101012201","42101012204","42101012204","42101980000","42101980000","42101980000","42101980000","42101980000","42101017000","42101017000","42101017000","42101017000","42101017100","42101017100","42101017100","42101017100","42101017100","42101017100","42101017100","42101017100","42101017201","42101017300","42101020200","42101020200","42101017300","42101020101","42101020101","42101020101","42101020000","42101020000","42101019900","42101019900","42101019900","42101019900","42101017500","42101019502","42101019502","42101019502","42101019502","42101019502","42101019502","42101019502","42101038300","42101038300","42101038300","42101038300","42101038300","42101019200","42101019200","42101019100","42101019100","42101019100","42101019100","42101038200","42101038200","42101038200","42101038200","42101038200","42101038200","42101038200","42101038000","42101038000","42101038000","42101038000","42101038000","42101018300","42101018300","42101018400","42101018400","42101018400","42101018400","42101018400","42101018400","42101018400","42101018400","42101018400","42101018400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","42101012100","42101012100","42101012100","42101012204","42101012204","42101012204","42101012204","42101012204","42101012204","42101012204","42101012204","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101017000","42101017000","42101017000","42101017100","42101017100","42101017100","42101017100","42101017100","42101017100","42101017202","42101017100","42101017201","42101017201","42101017300","42101017300","42101017300","42101017300","42101020101","42101020101","42101020101","42101020000","42101020000","42101019900","42101019900","42101017500","42101017500","42101017500","42101019501","42101019501","42101019501","42101019501","42101019501","42101019501","42101019501","42101019200","42101019200","42101019200","42101019200","42101019200","42101019200","42101019200","42101019200","42101019200","42101019200","42101018800","42101018800","42101038200","42101038200","42101038200","42101038200","42101038200","42101038200","42101038000","42101038000","42101038000","42101018300","42101018300","42101018300","42101018300","42101018300","42101018300","42101018400","42101018400","42101018400","42101018400","42101018400","42101018400","42101018400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","42101012000","42101012000","42101012100","42101012100","42101012100","42101012204","42101012204","42101012204","42101012204","42101012204","42101012204","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101017100","42101017100","42101017100","42101017100","42101017100","42101017202","42101017202","42101017202","42101017202","42101017201","42101017201","42101017300","42101017300","42101017300","42101017300","42101017300","42101020101","42101020000","42101020000","42101017400","42101017500","42101017500","42101017500","42101017500","42101017500","42101017602","42101017602","42101017602","42101019501","42101019501","42101019501","42101019501","42101017702","42101017702","42101019200","42101019200","42101019200","42101019200","42101019200","42101019200","42101018800","42101018800","42101018800","42101018800","42101018800","42101038200","42101038200","42101038200","42101038200","42101038200","42101038200","42101018300","42101018300","42101018300","42101018300","42101018300","42101018300","42101018300","42101018300","42101018300","42101018400","42101018400","42101018400","42101018400","42101018400","42101018400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","42101011700","42101012000","42101012000","42101012000","42101012000","42101012100","42101012100","42101012100","42101012100","42101012204","42101012204","42101012204","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101016902","42101016902","42101016902","42101016902","42101016902","42101017202","42101017202","42101017202","42101017201","42101017201","42101017201","42101017300","42101017300","42101017300","42101017300","42101017300","42101017300","42101017400","42101017400","42101017400","42101017400","42101017500","42101017500","42101017500","42101017500","42101017601","42101017601","42101017602","42101017602","42101017602","42101017602","42101017702","42101017702","42101017702","42101017701","42101017701","42101017701","42101017701","42101018800","42101018800","42101018800","42101018800","42101018800","42101018800","42101038200","42101038200","42101038200","42101038200","42101038200","42101037900","42101037900","42101037900","42101018300","42101018300","42101018300","42101018300","42101018300","42101018300","42101018300","42101018300","42101018300","42101018400","42101018400","42101018400","42101018400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","42101011700","42101011700","42101011700","42101012000","42101012000","42101012000","42101012000","42101012100","42101012100","42101012100","42101012100","42101012204","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101016902","42101016902","42101016902","42101016902","42101016902","42101016901","42101016901","42101016901","42101016901","42101016800","42101016800","42101016800","42101016701","42101017300","42101017300","42101017300","42101017300","42101017400","42101017400","42101017400","42101017500","42101017500","42101017500","42101017500","42101017601","42101017601","42101017601","42101017601","42101017601","42101017602","42101017602","42101017702","42101017702","42101017702","42101017701","42101017701","42101017800","42101017800","42101018800","42101018800","42101018800","42101018800","42101038200","42101038200","42101038200","42101038200","42101038200","42101037900","42101037900","42101037900","42101037900","42101037900","42101037900","42101018300","42101018300","42101018300","42101018300","42101018300","42101018300","42101018300","42101018300","42101018400","42101018400","42101018400","42101018400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","42101011700","42101011700","42101011700","42101011700","42101011700","42101012000","42101012000","42101012000","42101012000","42101012100","42101012100","42101012100","42101012100","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101016902","42101016902","42101016902","42101016901","42101016901","42101016901","42101016901","42101016800","42101016800","42101016800","42101016800","42101016800","42101016701","42101016702","42101016702","42101016702","42101016600","42101016500","42101016500","42101016400","42101017500","42101017500","42101017500","42101017601","42101017601","42101017601","42101017601","42101017601","42101017601","42101017602","42101017702","42101017702","42101017702","42101017800","42101017800","42101017800","42101017800","42101017800","42101018800","42101038200","42101038200","42101038200","42101038200","42101038200","42101038200","42101037900","42101037900","42101037900","42101037900","42101037900","42101037900","42101037900","42101037800","42101018300","42101018300","42101018300","42101018300","42101018300","42101018300","42101018300","42101018400","42101018400","42101018400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","42101011700","42101011700","42101011700","42101011700","42101011700","42101011700","42101011800","42101011900","42101011900","42101011900","42101011900","42101012100","42101012100","42101012100","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101016902","42101016902","42101016902","42101016901","42101016901","42101016901","42101016800","42101016800","42101016800","42101016800","42101016800","42101016701","42101016701","42101016702","42101016702","42101016702","42101016600","42101016500","42101016500","42101016400","42101016400","42101016400","42101016400","42101016400","42101016300","42101016300","42101016300","42101017601","42101017601","42101017601","42101017702","42101017800","42101017800","42101017800","42101017800","42101017800","42101017800","42101017900","42101017900","42101038200","42101038200","42101038200","42101038200","42101038200","42101037900","42101037900","42101037900","42101037900","42101037900","42101037900","42101037800","42101037800","42101037800","42101037800","42101018300","42101018300","42101018300","42101018300","42101018400","42101018400","42101018400","42101018400","42101018400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","42101037500","42101037500","42101037500","42101011700","42101011700","42101011700","42101011800","42101011800","42101011800","42101011800","42101011900","42101011900","42101011900","42101012100","42101012100","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101015101","42101015102","42101015102","42101015102","42101015102","42101015200","42101015200","42101015200","42101015200","42101016800","42101016800","42101016701","42101016701","42101016702","42101016702","42101016600","42101016600","42101016500","42101016500","42101016500","42101016400","42101016400","42101016400","42101016400","42101016300","42101016300","42101016300","42101016300","42101016300","42101016300","42101016100","42101017800","42101017800","42101017800","42101017800","42101017900","42101017900","42101017900","42101017900","42101017900","42101038200","42101038200","42101037900","42101037900","42101037900","42101037900","42101037900","42101037900","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101018300","42101018300","42101018400","42101018400","42101018400","42101018400","42101018400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","42101037500","42101037500","42101037500","42101037500","42101037500","42101011700","42101011800","42101011800","42101011800","42101011800","42101011800","42101011800","42101011900","42101011900","42101011900","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101015101","42101015101","42101015102","42101015102","42101015102","42101015102","42101015102","42101015200","42101015200","42101015200","42101015200","42101015200","42101015300","42101016701","42101016702","42101016702","42101016600","42101016600","42101016600","42101016500","42101016500","42101016400","42101016400","42101016400","42101016300","42101016300","42101016300","42101016300","42101016300","42101016100","42101016100","42101016100","42101016100","42101017900","42101017900","42101017900","42101017900","42101017900","42101017900","42101017900","42101018002","42101018002","42101037900","42101037900","42101037900","42101037900","42101037900","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101018300","42101018400","42101018400","42101018400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","42101037500","42101037500","42101037500","42101037500","42101037500","42101037500","42101011400","42101011400","42101011400","42101011400","42101011400","42101011800","42101011800","42101011800","42101011900","42101011900","42101011900","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101015101","42101015101","42101015102","42101015102","42101015102","42101015102","42101015102","42101015200","42101015200","42101015200","42101015200","42101015200","42101015300","42101015300","42101015300","42101015300","42101037700","42101037700","42101037700","42101037700","42101037700","42101016500","42101016200","42101016200","42101016200","42101016200","42101016200","42101016300","42101016100","42101016100","42101016100","42101016100","42101016100","42101016100","42101017900","42101017900","42101017900","42101017900","42101018001","42101018002","42101018002","42101018002","42101018002","42101037900","42101037900","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101018300","42101018300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","42101037500","42101037500","42101980800","42101037500","42101037500","42101037500","42101037500","42101011400","42101011400","42101011400","42101011400","42101011400","42101011800","42101011800","42101011800","42101011800","42101011900","42101011900","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101014900","42101014900","42101014900","42101014900","42101014900","42101015102","42101015102","42101015200","42101015200","42101015200","42101015200","42101015200","42101015300","42101015300","42101015300","42101015300","42101037700","42101037700","42101037700","42101037700","42101037700","42101037700","42101016200","42101016200","42101016200","42101016200","42101016200","42101016200","42101016100","42101016100","42101016100","42101016100","42101016000","42101016000","42101016000","42101017900","42101018001","42101018001","42101018001","42101018002","42101018002","42101018002","42101018002","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","42101980800","42101980800","42101037500","42101037500","42101980800","42101980800","42101037500","42101037500","42101011500","42101011400","42101011400","42101011400","42101011400","42101011400","42101011300","42101011300","42101011800","42101011800","42101011800","42101011900","42101011900","42101011900","42101011100","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101013700","42101014900","42101014900","42101014900","42101014900","42101014900","42101014900","42101014900","42101014800","42101014800","42101014800","42101014700","42101015300","42101015300","42101015300","42101037700","42101037700","42101037700","42101037700","42101037700","42101037700","42101037700","42101015600","42101015600","42101015600","42101015700","42101015700","42101015700","42101016100","42101016100","42101016000","42101016000","42101016000","42101016000","42101016000","42101037800","42101018001","42101018001","42101018001","42101018002","42101018002","42101018002","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","42101009802","42101009801","42101009801","42101980800","42101980800","42101037500","42101980800","42101980800","42101037500","42101011500","42101011500","42101011500","42101011400","42101011400","42101011400","42101011400","42101011400","42101011300","42101011300","42101011300","42101011300","42101011800","42101011900","42101011100","42101011100","42101011100","42101011100","42101011100","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101980000","42101013700","42101013700","42101013700","42101013700","42101013800","42101013800","42101013800","42101013900","42101014800","42101014800","42101014800","42101014700","42101014700","42101014700","42101014700","42101014600","42101014600","42101014600","42101014600","42101014500","42101037700","42101037700","42101015600","42101015600","42101015600","42101015700","42101015700","42101015700","42101015700","42101016000","42101016000","42101016000","42101016000","42101016000","42101016000","42101037800","42101037800","42101018001","42101018001","42101018001","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","42101037800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
